Region,Country,Product Category,Product Name,Sales Amount,Year,Discount,Profit Margin,Order Priority,Customer Age,Payment Method,Delivery Status
Africa,South Africa,Clothing,Jeans,7936.4,2023,11.72,39.59,High,41,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,6705.29,2023,13.67,14.49,Low,66,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,6436.45,2023,11.75,37.51,Low,45,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,9059.58,2023,21.6,39.84,Low,69,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,17569.48,2023,27.23,28.05,Low,43,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,10310.25,2023,13.3,19.49,High,55,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,21455.37,2023,19.7,16.06,Medium,51,Cash,Shipped
Africa,South Africa,Clothing,Jeans,7181.5,2023,29.19,25.06,High,65,Bank Transfer,Shipped
Africa,South Africa,Clothing,Dress,2929.26,2024,11.31,14.01,High,39,PayPal,Pending
Africa,South Africa,Clothing,Jeans,19342.89,2024,24.06,45.83,High,51,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,6867.29,2024,24.11,36.15,Medium,65,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,19565.12,2024,26.6,28.26,High,69,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,20937.05,2024,24.15,11.49,Low,38,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,25329.43,2024,27.88,30.25,High,66,PayPal,Delivered
Africa,South Africa,Clothing,Dress,2238.87,2024,11.71,40.93,Low,69,Credit Card,Pending
Africa,South Africa,Clothing,Dress,2393.33,2024,23.29,40.34,High,30,Cash,Shipped
Africa,South Africa,Clothing,Jeans,16956.44,2024,25.14,15.21,Low,63,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,9821.24,2024,6.97,17.06,Medium,19,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,21822.13,2024,23.6,33.45,High,19,Bank Transfer,Pending
Africa,South Africa,Clothing,Dress,2705.58,2024,29.29,43.73,Medium,30,Credit Card,Pending
Africa,South Africa,Clothing,Dress,1980.51,2024,25.64,24.06,Low,58,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,9563.81,2024,28.44,25.11,Medium,23,Cash,Pending
Africa,South Africa,Clothing,Jeans,9209.18,2024,29.02,10.57,High,49,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,8358.71,2024,22.45,40.9,High,31,Bank Transfer,Pending
Africa,South Africa,Clothing,Dress,2304.84,2024,12.35,34.94,Medium,51,Cash,Shipped
Africa,South Africa,Clothing,Jeans,24690.06,2024,21.99,24.28,Low,54,Credit Card,Pending
Africa,South Africa,Clothing,Dress,2723.63,2024,7.95,19.79,Medium,40,Credit Card,Pending
Africa,South Africa,Clothing,Dress,2891.39,2024,28.48,22.81,Medium,46,Credit Card,Shipped
Africa,South Africa,Clothing,Dress,2098.31,2024,13.52,26.78,Medium,69,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,17228.17,2024,16.4,25.62,Low,44,Cash,Shipped
Africa,South Africa,Clothing,Dress,2246.88,2024,24.23,42.06,High,62,PayPal,Pending
Africa,South Africa,Clothing,Jeans,10388.64,2024,26.21,42.88,High,39,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,8749.81,2024,19.86,14.3,Medium,59,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,20512.53,2024,23.13,44.64,Medium,63,Bank Transfer,Shipped
Africa,South Africa,Clothing,Dress,2133.11,2024,16.77,31.46,High,36,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,13850.97,2024,19.64,41.14,High,36,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,16416.36,2024,6.19,38.58,High,60,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,13638.69,2024,20.64,18.04,High,60,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,7976.22,2025,26.39,15.94,Low,64,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,21028.91,2025,21.27,16.75,Low,23,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,19888.12,2025,27.15,32.93,Low,52,Cash,Delivered
Africa,South Africa,Clothing,Jeans,13849.69,2025,29.06,40.4,Low,24,Cash,Delivered
Africa,South Africa,Clothing,Jeans,19652.47,2025,18.09,13.72,Low,40,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,19069.55,2025,6.56,32.59,Medium,36,Cash,Delivered
Africa,South Africa,Clothing,Jeans,16339.55,2025,20.36,28.76,High,68,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,14417.4,2025,27.06,25.33,High,68,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,14089.09,2025,7.9,22.98,High,66,PayPal,Delivered
Africa,South Africa,Clothing,Dress,2389.81,2025,9.61,23.49,Low,49,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,18416.73,2025,8.25,35.93,High,19,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,18156.55,2025,13.15,43.93,Medium,55,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,13177.29,2025,15.13,33.93,High,33,Cash,Delivered
Africa,South Africa,Clothing,Jeans,16010.1,2025,9.93,48.0,High,68,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,19921.7,2025,27.82,36.05,High,33,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,25920.83,2025,23.17,45.7,Low,56,PayPal,Shipped
Africa,South Africa,Clothing,Dress,2621.29,2025,22.25,25.61,Medium,25,Cash,Pending
Africa,South Africa,Clothing,Jeans,23413.45,2025,27.18,39.8,Low,62,PayPal,Pending
Africa,South Africa,Clothing,Jeans,17171.61,2025,16.31,22.76,Low,34,Cash,Delivered
Africa,South Africa,Clothing,Jeans,8546.97,2025,18.61,36.16,High,63,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,8084.23,2025,27.16,18.23,Low,69,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,17193.05,2025,7.6,32.79,Medium,55,Bank Transfer,Pending
Africa,South Africa,Clothing,Dress,2732.93,2025,27.5,14.25,Medium,46,Bank Transfer,Delivered
Africa,South Africa,Clothing,Dress,2102.18,2025,16.38,24.28,High,50,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,25671.49,2025,13.7,29.96,Medium,53,PayPal,Shipped
Africa,South Africa,Clothing,Dress,2609.96,2025,14.09,48.44,Medium,18,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,9372.12,2025,8.17,23.4,High,42,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,9221.12,2025,12.81,35.95,High,34,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,6440.14,2025,21.67,47.83,High,57,Cash,Delivered
Africa,South Africa,Clothing,Jeans,9047.38,2025,20.94,12.84,Medium,61,Bank Transfer,Delivered
Africa,South Africa,Electronics,Smartphone,11381.79,2020,24.15,32.57,Low,57,Bank Transfer,Pending
Africa,South Africa,Electronics,Camera,9645.86,2020,16.98,33.57,High,34,PayPal,Shipped
Africa,South Africa,Electronics,Smartphone,9419.97,2020,19.2,23.0,High,64,Bank Transfer,Pending
Africa,South Africa,Electronics,Laptop,5628.63,2020,10.03,10.91,Low,55,PayPal,Delivered
Africa,South Africa,Electronics,Tablet,569.46,2020,5.77,19.53,Medium,70,PayPal,Shipped
Africa,South Africa,Electronics,Camera,14410.91,2020,21.46,24.8,Low,42,Cash,Pending
Africa,South Africa,Electronics,Tablet,672.18,2020,11.17,45.7,High,38,Cash,Delivered
Africa,South Africa,Electronics,Tablet,14549.67,2020,25.98,14.33,Low,47,Credit Card,Delivered
Africa,South Africa,Electronics,Laptop,10907.51,2020,23.25,44.98,Low,57,Bank Transfer,Shipped
Africa,South Africa,Electronics,Laptop,8476.37,2020,16.6,32.76,Low,49,PayPal,Pending
Africa,South Africa,Electronics,Camera,5395.29,2020,27.91,40.91,Low,39,Cash,Pending
Africa,South Africa,Electronics,Camera,15611.26,2020,11.12,45.81,Medium,60,Credit Card,Delivered
Africa,South Africa,Electronics,Smartphone,1827.95,2020,13.65,45.44,Medium,39,PayPal,Pending
Africa,South Africa,Electronics,Laptop,8217.01,2020,7.39,19.04,High,30,PayPal,Pending
Africa,South Africa,Electronics,Camera,6333.05,2020,12.99,28.07,High,59,Credit Card,Delivered
Africa,South Africa,Electronics,Camera,12113.42,2020,23.84,12.62,High,42,Cash,Shipped
Africa,South Africa,Electronics,Tablet,617.05,2020,6.11,39.03,Medium,58,Cash,Pending
Africa,South Africa,Electronics,Tablet,13294.45,2020,15.91,28.34,High,64,Credit Card,Shipped
Africa,South Africa,Electronics,Laptop,14877.26,2020,25.86,27.72,High,68,Credit Card,Pending
Africa,South Africa,Electronics,Tablet,15539.91,2020,10.68,16.65,Low,41,PayPal,Shipped
Africa,South Africa,Electronics,Laptop,4378.67,2020,23.11,41.46,Low,63,Bank Transfer,Delivered
Africa,South Africa,Electronics,Camera,14910.12,2020,11.93,34.73,Medium,41,Cash,Shipped
Africa,South Africa,Electronics,Laptop,14862.52,2020,17.91,14.13,Medium,60,Cash,Pending
Africa,South Africa,Electronics,Camera,13361.39,2020,19.97,34.52,Medium,57,Bank Transfer,Pending
Africa,South Africa,Electronics,Tablet,655.81,2020,11.88,35.88,Low,64,Credit Card,Delivered
Africa,South Africa,Electronics,Laptop,11770.78,2020,23.36,21.95,Medium,34,Bank Transfer,Delivered
Africa,South Africa,Electronics,Camera,10626.6,2020,6.47,37.69,Low,68,Cash,Delivered
Africa,South Africa,Electronics,Camera,13400.3,2020,18.4,31.19,Low,43,Credit Card,Pending
Africa,South Africa,Electronics,Laptop,4088.8,2020,21.26,35.93,High,61,Cash,Delivered
Africa,South Africa,Electronics,Camera,5521.17,2020,22.48,19.24,Low,30,Bank Transfer,Pending
Africa,South Africa,Electronics,Camera,15030.62,2021,11.78,22.61,High,50,Cash,Shipped
Africa,South Africa,Electronics,Tablet,15534.53,2021,7.78,46.96,Low,34,PayPal,Pending
Africa,South Africa,Electronics,Tablet,15042.99,2021,20.59,17.31,High,38,PayPal,Delivered
Africa,South Africa,Electronics,Smartphone,1866.39,2021,29.73,24.07,High,47,Credit Card,Pending
Africa,South Africa,Electronics,Smartphone,8671.35,2021,19.62,28.77,Low,67,Cash,Delivered
Africa,South Africa,Electronics,Camera,13446.74,2021,26.19,46.75,High,46,Credit Card,Pending
Africa,South Africa,Electronics,Tablet,17227.06,2021,10.42,28.93,High,50,Cash,Shipped
Africa,South Africa,Electronics,Smartphone,1777.69,2021,17.97,47.57,High,47,Credit Card,Delivered
Africa,South Africa,Electronics,Camera,15116.58,2021,11.26,35.94,Medium,25,Credit Card,Delivered
Africa,South Africa,Electronics,Smartphone,2062.28,2021,20.15,43.99,Low,61,Credit Card,Pending
Africa,South Africa,Electronics,Camera,15828.97,2021,7.73,35.76,Low,42,Cash,Delivered
Africa,South Africa,Electronics,Tablet,806.93,2021,23.21,29.07,High,23,Cash,Pending
Africa,South Africa,Electronics,Camera,16193.42,2021,9.01,17.25,Medium,59,PayPal,Shipped
Africa,South Africa,Electronics,Tablet,710.46,2021,12.05,30.01,High,54,PayPal,Pending
Africa,South Africa,Electronics,Camera,18480.57,2021,13.31,35.04,High,40,PayPal,Pending
Africa,South Africa,Electronics,Laptop,9220.47,2021,22.93,36.68,Medium,34,PayPal,Shipped
Africa,South Africa,Electronics,Smartphone,1803.98,2021,25.72,30.31,Medium,52,PayPal,Delivered
Africa,South Africa,Electronics,Smartphone,11662.5,2021,27.12,41.38,High,28,Cash,Pending
Africa,South Africa,Electronics,Smartphone,11963.86,2021,20.77,24.01,Medium,31,Credit Card,Pending
Africa,South Africa,Electronics,Camera,6001.57,2021,20.14,38.39,Low,22,Cash,Pending
Africa,South Africa,Electronics,Camera,18554.15,2021,5.3,36.61,Low,22,Credit Card,Pending
Africa,South Africa,Electronics,Laptop,4955.26,2021,6.35,37.23,High,65,Bank Transfer,Pending
Africa,South Africa,Electronics,Camera,14207.72,2021,26.4,21.4,Low,24,Bank Transfer,Delivered
Africa,South Africa,Electronics,Laptop,5615.04,2021,19.2,31.02,Low,20,Cash,Pending
Africa,South Africa,Electronics,Smartphone,1577.66,2021,13.36,38.2,Low,40,PayPal,Shipped
Africa,South Africa,Electronics,Smartphone,11566.75,2021,12.69,17.36,High,47,Credit Card,Shipped
Africa,South Africa,Electronics,Smartphone,8484.24,2021,14.97,30.06,Low,56,PayPal,Shipped
Africa,South Africa,Electronics,Laptop,10150.33,2021,7.37,34.0,High,35,Cash,Delivered
Africa,South Africa,Electronics,Camera,16318.29,2021,18.76,21.14,Medium,61,PayPal,Shipped
Africa,South Africa,Electronics,Camera,11154.95,2021,11.59,49.01,Low,38,Credit Card,Delivered
Africa,South Africa,Electronics,Camera,13078.98,2022,27.91,31.74,Low,48,Cash,Pending
Africa,South Africa,Electronics,Laptop,13943.93,2022,27.45,27.32,High,49,Credit Card,Shipped
Africa,South Africa,Electronics,Camera,9032.64,2022,9.44,14.15,High,70,Credit Card,Shipped
Africa,South Africa,Electronics,Laptop,14038.05,2022,10.91,45.4,Medium,49,Bank Transfer,Delivered
Africa,South Africa,Electronics,Laptop,4376.09,2022,26.4,36.22,High,48,Credit Card,Delivered
Africa,South Africa,Electronics,Tablet,554.79,2022,29.01,10.03,High,24,Bank Transfer,Delivered
Africa,South Africa,Electronics,Laptop,5014.56,2022,11.89,16.71,Medium,68,Cash,Delivered
Africa,South Africa,Electronics,Laptop,12464.24,2022,13.71,13.07,Low,27,PayPal,Pending
Africa,South Africa,Electronics,Tablet,543.36,2022,17.51,26.98,Low,50,PayPal,Shipped
Africa,South Africa,Electronics,Tablet,17547.47,2022,28.63,29.56,Low,65,Credit Card,Pending
Africa,South Africa,Electronics,Smartphone,1970.64,2022,12.41,21.89,High,65,PayPal,Delivered
Africa,South Africa,Electronics,Tablet,13573.22,2022,15.16,46.52,Medium,68,Cash,Delivered
Africa,South Africa,Electronics,Laptop,3915.52,2022,12.23,22.91,High,43,Bank Transfer,Pending
Africa,South Africa,Electronics,Laptop,4218.79,2022,21.97,19.96,Medium,28,Credit Card,Delivered
Africa,South Africa,Electronics,Smartphone,2042.0,2022,15.79,33.41,Medium,30,Bank Transfer,Pending
Africa,South Africa,Electronics,Camera,14950.81,2022,15.17,49.3,High,60,Bank Transfer,Pending
Africa,South Africa,Electronics,Laptop,3998.07,2022,14.71,26.09,High,34,Bank Transfer,Shipped
Africa,South Africa,Electronics,Laptop,11369.24,2022,27.81,27.15,High,19,Cash,Shipped
Africa,South Africa,Electronics,Laptop,13860.26,2022,17.46,21.43,High,34,Bank Transfer,Delivered
Africa,South Africa,Electronics,Tablet,13218.36,2022,19.69,24.34,High,28,Cash,Shipped
Africa,South Africa,Electronics,Camera,12390.98,2022,16.83,13.05,High,40,Bank Transfer,Delivered
Africa,South Africa,Electronics,Camera,10820.16,2022,24.14,13.12,Low,34,PayPal,Shipped
Africa,South Africa,Electronics,Camera,11555.43,2022,25.38,42.49,Low,36,Bank Transfer,Delivered
Africa,South Africa,Electronics,Camera,14140.7,2022,14.47,25.43,High,63,Cash,Delivered
Africa,South Africa,Electronics,Camera,15029.7,2022,29.88,11.33,Low,27,PayPal,Shipped
Africa,South Africa,Electronics,Tablet,16942.37,2022,17.53,19.4,Low,50,Bank Transfer,Pending
Africa,South Africa,Electronics,Camera,6221.82,2022,13.09,30.89,High,59,Bank Transfer,Pending
Africa,South Africa,Electronics,Tablet,13319.17,2022,7.62,46.58,Low,18,Credit Card,Shipped
Africa,South Africa,Electronics,Tablet,740.49,2022,19.45,29.76,High,55,Bank Transfer,Shipped
Africa,South Africa,Electronics,Laptop,10074.55,2022,20.64,34.56,High,53,Cash,Delivered
Africa,South Africa,Electronics,Smartphone,10037.3,2023,13.23,10.46,High,58,Cash,Pending
Africa,South Africa,Electronics,Camera,14665.41,2023,15.05,10.37,High,39,Cash,Shipped
Africa,South Africa,Electronics,Tablet,808.36,2023,5.84,40.72,High,39,Credit Card,Shipped
Africa,South Africa,Electronics,Camera,6097.22,2023,28.46,47.7,Low,39,Cash,Shipped
Africa,South Africa,Electronics,Camera,13104.24,2023,18.88,11.33,Low,28,Cash,Delivered
Africa,South Africa,Electronics,Laptop,4522.36,2023,9.03,31.76,High,23,Credit Card,Pending
Africa,South Africa,Electronics,Tablet,12786.87,2023,10.3,41.56,Low,65,PayPal,Delivered
Africa,South Africa,Electronics,Tablet,778.14,2023,11.94,28.72,High,23,Credit Card,Shipped
Africa,South Africa,Electronics,Laptop,4192.23,2023,23.17,24.29,Medium,31,Cash,Delivered
Africa,South Africa,Electronics,Smartphone,2070.19,2023,16.24,17.29,High,45,Bank Transfer,Delivered
Africa,South Africa,Electronics,Tablet,19438.68,2023,24.51,17.17,Medium,52,PayPal,Pending
Africa,South Africa,Electronics,Camera,7827.7,2023,18.11,43.6,Low,48,Cash,Pending
Africa,South Africa,Electronics,Camera,14586.24,2023,18.67,39.16,High,34,PayPal,Shipped
Africa,South Africa,Electronics,Camera,5990.49,2023,6.45,43.17,Medium,69,Cash,Pending
Africa,South Africa,Electronics,Laptop,12291.59,2023,14.97,35.36,High,44,Credit Card,Delivered
Africa,South Africa,Electronics,Camera,10582.76,2023,8.44,34.87,Low,54,Cash,Shipped
Africa,South Africa,Electronics,Laptop,3965.61,2023,29.37,40.48,High,18,Cash,Pending
Africa,South Africa,Electronics,Tablet,718.61,2023,20.4,46.41,High,54,Cash,Delivered
Africa,South Africa,Electronics,Laptop,5428.73,2023,28.91,12.5,High,49,Cash,Shipped
Africa,South Africa,Electronics,Camera,12696.66,2023,14.86,33.63,High,34,PayPal,Delivered
Africa,South Africa,Electronics,Laptop,4467.3,2023,5.53,24.35,Low,47,Credit Card,Pending
Africa,South Africa,Electronics,Camera,18248.16,2023,22.34,13.59,High,63,PayPal,Shipped
Africa,South Africa,Electronics,Laptop,4587.84,2023,25.05,16.07,High,29,PayPal,Pending
Africa,South Africa,Electronics,Smartphone,8080.51,2023,28.08,39.96,Medium,43,Bank Transfer,Delivered
Africa,South Africa,Electronics,Smartphone,11875.8,2023,9.41,21.37,Medium,68,PayPal,Pending
Africa,South Africa,Electronics,Laptop,4651.74,2023,13.9,30.44,High,30,Credit Card,Pending
Africa,South Africa,Electronics,Laptop,13967.22,2023,11.19,24.61,High,62,Cash,Shipped
Africa,South Africa,Electronics,Camera,13968.07,2023,13.93,13.99,Medium,41,Cash,Delivered
Africa,South Africa,Electronics,Camera,15178.39,2023,6.0,20.36,Medium,31,PayPal,Delivered
Africa,South Africa,Electronics,Camera,9871.67,2023,19.54,30.25,Low,31,Cash,Shipped
Africa,South Africa,Electronics,Laptop,5366.56,2024,28.13,25.21,Low,38,Credit Card,Pending
Africa,South Africa,Electronics,Laptop,8785.05,2024,5.57,28.54,Low,70,PayPal,Shipped
Africa,South Africa,Electronics,Camera,4759.14,2024,7.93,16.3,Low,44,Cash,Shipped
Africa,South Africa,Electronics,Camera,10287.64,2024,19.85,49.9,High,56,Cash,Pending
Africa,South Africa,Electronics,Smartphone,1778.97,2024,12.71,45.34,High,26,Bank Transfer,Pending
Africa,South Africa,Electronics,Smartphone,9045.3,2024,11.35,27.82,High,51,Cash,Delivered
Africa,South Africa,Electronics,Camera,12323.89,2024,27.08,30.5,High,60,Credit Card,Pending
Africa,South Africa,Electronics,Smartphone,10586.17,2024,15.04,33.4,Medium,58,Cash,Delivered
Africa,South Africa,Electronics,Camera,4768.62,2024,29.32,19.51,Medium,69,Credit Card,Shipped
Africa,South Africa,Electronics,Camera,17082.68,2024,9.92,42.17,High,24,Credit Card,Pending
Africa,South Africa,Electronics,Laptop,11663.3,2024,18.4,24.66,Medium,50,Bank Transfer,Shipped
Africa,South Africa,Electronics,Smartphone,9799.31,2024,13.44,45.54,Medium,27,PayPal,Pending
Africa,South Africa,Electronics,Laptop,11371.35,2024,15.03,22.05,Low,41,Bank Transfer,Pending
Africa,South Africa,Electronics,Camera,10902.23,2024,11.49,15.8,Low,18,Bank Transfer,Delivered
Africa,South Africa,Electronics,Camera,10477.91,2024,20.99,43.05,Medium,57,Cash,Shipped
Africa,South Africa,Electronics,Camera,10536.57,2024,6.21,23.03,High,26,Credit Card,Delivered
Africa,South Africa,Electronics,Laptop,12491.14,2024,7.84,21.02,Medium,24,Bank Transfer,Pending
Africa,South Africa,Electronics,Camera,12256.75,2024,25.65,38.33,Medium,30,Cash,Pending
Africa,South Africa,Electronics,Smartphone,9248.25,2024,18.75,41.55,Low,54,PayPal,Delivered
Africa,South Africa,Electronics,Tablet,12834.55,2024,11.72,24.87,Medium,37,Cash,Delivered
Africa,South Africa,Electronics,Laptop,14889.56,2024,26.11,18.99,High,60,Bank Transfer,Shipped
Africa,South Africa,Electronics,Camera,10010.82,2024,26.29,35.54,Low,64,Cash,Shipped
Africa,South Africa,Electronics,Laptop,5514.62,2024,17.35,44.94,Medium,61,Cash,Delivered
Africa,South Africa,Electronics,Tablet,18816.21,2024,5.93,47.57,Medium,59,PayPal,Delivered
Africa,South Africa,Electronics,Laptop,11107.7,2024,15.66,19.67,Medium,62,Credit Card,Delivered
Africa,South Africa,Electronics,Camera,15215.39,2024,24.76,28.22,High,30,Cash,Pending
Africa,South Africa,Electronics,Laptop,5545.1,2024,17.84,15.97,Low,59,Credit Card,Pending
Africa,South Africa,Electronics,Tablet,549.8,2024,28.03,41.07,Medium,56,Credit Card,Shipped
Africa,South Africa,Electronics,Camera,11692.06,2024,6.37,26.82,Medium,58,Cash,Delivered
Africa,South Africa,Electronics,Smartphone,11274.98,2024,28.27,33.56,Low,20,Cash,Pending
Africa,South Africa,Electronics,Laptop,10247.43,2025,17.15,35.59,High,49,Credit Card,Shipped
Africa,South Africa,Electronics,Laptop,10822.72,2025,19.13,31.43,Low,52,Cash,Delivered
Africa,South Africa,Electronics,Smartphone,8445.03,2025,11.93,43.39,High,42,Cash,Shipped
Africa,South Africa,Electronics,Laptop,11459.93,2025,11.62,40.08,Medium,43,Cash,Pending
Africa,South Africa,Electronics,Smartphone,8998.59,2025,6.41,25.5,High,40,PayPal,Delivered
Africa,South Africa,Electronics,Camera,11539.74,2025,11.3,32.69,Medium,38,Cash,Shipped
Africa,South Africa,Electronics,Camera,17939.48,2025,15.84,22.64,High,22,PayPal,Delivered
Africa,South Africa,Electronics,Laptop,13968.07,2025,11.29,27.68,Medium,59,PayPal,Shipped
Africa,South Africa,Electronics,Laptop,8198.45,2025,8.52,17.13,Low,67,Cash,Delivered
Africa,South Africa,Electronics,Camera,6262.76,2025,22.84,25.43,Low,50,PayPal,Delivered
Africa,South Africa,Electronics,Tablet,15770.38,2025,9.84,36.54,Low,19,PayPal,Delivered
Africa,South Africa,Electronics,Camera,9582.59,2025,24.9,34.4,High,46,Credit Card,Shipped
Africa,South Africa,Electronics,Camera,4488.24,2025,5.91,21.33,Medium,36,Bank Transfer,Pending
Africa,South Africa,Electronics,Laptop,12221.37,2025,14.39,18.18,High,49,PayPal,Shipped
Africa,South Africa,Electronics,Camera,15241.86,2025,25.75,27.43,High,55,Bank Transfer,Pending
Africa,South Africa,Electronics,Laptop,14515.32,2025,24.38,20.66,Low,19,Cash,Delivered
Africa,South Africa,Electronics,Camera,9075.04,2025,8.08,10.86,Low,26,Bank Transfer,Delivered
Africa,South Africa,Electronics,Camera,15340.71,2025,19.56,30.46,High,36,Credit Card,Delivered
Africa,South Africa,Electronics,Camera,4867.79,2025,18.61,35.55,Medium,53,Cash,Delivered
Africa,South Africa,Electronics,Camera,11916.2,2025,27.06,21.52,Medium,39,Cash,Delivered
Africa,South Africa,Electronics,Tablet,17439.16,2025,21.26,15.38,Medium,46,Bank Transfer,Shipped
Africa,South Africa,Electronics,Tablet,19479.8,2025,12.83,23.31,Low,23,Bank Transfer,Pending
Africa,South Africa,Electronics,Laptop,5568.9,2025,22.29,23.85,Medium,60,Credit Card,Shipped
Africa,South Africa,Electronics,Tablet,16529.92,2025,15.44,23.94,Low,63,Bank Transfer,Shipped
Africa,South Africa,Electronics,Tablet,18662.08,2025,11.83,26.39,Medium,67,Cash,Delivered
Africa,South Africa,Electronics,Laptop,5646.58,2025,24.64,30.82,Low,35,PayPal,Pending
